talkid,speaker,title,GENDER (M/F/X)
UMQEzHX8_98,Franck RAMUS,Tout ce que vous avez toujours su sur l'éducation et qui est faux | Franck RAMUS | TEDxClermont,M
uNYVsE5O7jk,Arnaud Billon,A 200km si près… | Arnaud Billon | TEDxISTEC,M
UOY-nGZNNDM,Sylvain DUPUIS,"Haïdouti Orkestar, un pont entre les cultures et les peuples | Sylvain DUPUIS | TEDxSaclay",M
UR5wy8LpDPo,Victorien Dougnon,Apport de la médecine traditionnelle à l'essor de la nation | Victorien Dougnon | TEDxAkpakpa,M
uTFCIxl8G2Q,Pierre Chevelle,2 heures pour devenir un citoyen | Pierre Chevelle | TEDxTours,M
Uy0jg-b3hK4,Safi DOUHI,Un jeu d'acteur... | Safi DOUHI | TEDxDunkerque,M
Uz0MUtUI4yw,Guillaume Collet,Pourquoi j'ai monté ma boîte | Guillaume Collet | TEDxRennes,M
uZFNNN7i734,Jean-François Caron,Changer de regard pour se redonner un futur | Jean-François Caron | TEDxVaugirardRoad,M
V5pX5Ji_rQQ,Benjamin Van-Hyfte,Mon histoire est la vôtre | Benjamin Van-Hyfte | TEDxIESEGLille,M
VccgkfrMm7U,Philippe Balcou,Les lasers de l'extrême | Philippe Balcou | TEDxUniversitéDeBordeaux,M
vdImQveEI0c,Sébastien Roger de Nuñez,Un polyglotte sommeille en vous | Sébastien Roger de Nuñez | TEDxToulouse,M
veaqEsHrv0Q,Benoît Herman,Open hardware et co-création pour des prothèses plus abordables | Benoît Herman | TEDxUCLouvain,M
VebUucpwAZc,Alexandre Gérard,Et si les entreprises libérées pouvaient changer le monde ? | Alexandre Gérard | TEDxRennes,M
vphX2Z7kzng,Denis HOREAU,La longue route | Denis HOREAU | TEDxAnnecy,M
vQz1Iz2nrEk,Samuel Juillot,Enlightened by the sea | Samuel Juillot | TEDxMinesNancy,M
vrY5hD-g6Q4,Regis Lippinois,Les abeilles nous apportent la lumière | Regis Lippinois | TEDxRennes,M
Vs6f-jEtbkM,Simon Baron,Choisir sa carrière : 80 000 heures pour contribuer au monde | Simon Baron | TEDxIESEGParis,M
Vvq5qata6bY,Landoys Jocelyn,Se relever assis : ma résilience par le voyage | Landoys Jocelyn | TEDxRennes,M
vWvs8t9yC2k,Kialatok,Une recette de réinsertion savoureuse et solidaire | Kialatok | TEDxParis,M
w0DHcwGXaqs,Jérome Bonaldi,Bonheur : mode d'emploi | Jérome Bonaldi | TEDxRennes,M
w2Rq1CarC6Y,Cyril MAITRE,"La révolution visuelle : dessiner, c’est gagné ! | Cyril MAITRE | TEDxIleDeNantes",M
WCMgEVG9jww,Olivier GIRY,L'Homme est un produit comme un autre | Olivier GIRY | TEDxAnnecy,M
weXy1QkbAVE,Jonathan Brun,Un revenu de base pour tous : rêve ou réalité? | Jonathan Brun | TEDxQuébec,M
wFsJqMpeATk,M’Baïreh LISETTE,La crise : un effet papillon? | M’Baïreh LISETTE | TEDxPointeaPitre,M
Wg2yT7LWDq8,Eric Joel,Promouvoir l'excellence | Eric Joel | TEDxAbidjan,M
WPMmcpCt1Is,Livio De Luca,Étudier le passé avec les technologies du futur | Livio De Luca | TEDxAvignon,M
Wpr2l7jHay8,Patrick DUGOIS,Etre là pour quelqu'un ou comment devenir tuteur de résilience | Patrick DUGOIS | TEDxRennes,M
Wrb1vZLrDE4,Vincent Courboulay,Devenons des citoyens numériques responsables | Vincent Courboulay | TEDxLaRochelle,M
wumcSwxQi78,François Carbone,La démocratie économique est en route | François Carbone | TEDxIssylesMoulineaux,M
wVe3PGw9qBg,George Oxley,Vive le spore ! | George Oxley | TEDxISTEC,M
wWF7R2vs3qM,Laurent Alexandre,Nos enfants iront-ils demain dans des écoles eugénistes ? | Laurent Alexandre | TEDxParis,M
xa12WZ6xDX4,Philippe Rodet,La renaissance du Carpe Diem | Philippe Rodet | TEDxISTEC,M
xaeSfI1sLDw,Alain MARTY,Comment trouver une fin de vie élégante au plastique ? | Alain MARTY | TEDxNarbonne,M
XDevJNMqJF4,Paul Poupet,Des Hacker houses pour repenser l'innovation | Paul Poupet | TEDxParis,M
xeVG7TAiAPo,Philippe Liotard,"No future ? Body, self and punk legacy | Philippe Liotard | TEDxLaRochelle",M
xF4kd6Jc5Wo,Thierry MARX,Oser franchir des portes pour ouvrir son champs de vision | Thierry MARX | TEDxSaclay,M
XfcY_c0ABAU,Guillaume Gras,Le médecin et le numérique | Guillaume Gras | TEDxTours,M
xfxy9AuzoiU,François Maréchal,Comment la Suisse est devenue indépendante et neutre | François Maréchal | TEDxMartigny,M
XH7Q34rN1dw,Thierry Bisch,DELETE | Thierry Bisch | TEDxLimoges,M
XHdUQaoyk2E,Barthélémy BOURDON BARON MUNOZ,Comment notre regard change le comportement d'autrui ? | Barthélémy BOURDON BARON MUNOZ | TEDxSaclay,M
XiaShu05p-s,Guillaume Lasjuilliarias,Le sens des responsabilités au travail | Guillaume Lasjuilliarias | TEDxUSMBAnnecy,M
xJ8wE_wmtUY,Laurent Pujo-Menjouet,Les mathématiques du couple | Laurent Pujo-Menjouet | TEDxMontrouge,M
XKiI1bdUryM,Stéphanie Jarroux,J'avais 10 ans et je ne mangeais plus... | Stéphanie Jarroux | TEDxVaugirardRoad,M
xkiT03mIOcM,Romain BENTZ,Hacker - Contourner les limites | Romain BENTZ | TEDxLimoges,M
xqfwkTAs34k,Cyril SPANNEUT,L'IA expliquée à ma grand-mère | Cyril SPANNEUT | TEDxNantesSalon,M
XrvE-eOtIok,Albert Meige,2033: Work Will Be Replaced By Transferring | Albert Meige | TEDxÉcolePolytechnique,M
Xt5m5ZY2moE,Marc-Antoine Colaciuri,Comment j'ai appris à aimer sans mon téléphone | Marc-Antoine Colaciuri | TEDxPanthéonSorbonne,M
xtQLSEp3zds,Johan LOLOS,Follow your gut and dreams then end up with 500K followers on Instagram. | Johan LOLOS | TEDxUNamur,M
XVfiXRyzmyM,Anass Yakine,Mon tour du Maroc à pied | Anass Yakine | TEDxCasablanca,M
Xyei6p3bnXA,David Nzeyimana & Fortune Collective,L’utopie peut-elle révolutionner la musique? | David Nzeyimana & Fortune Collective | TEDxUCLouvain,M
Y0zBl0z-wHQ,Mohamed Lamouri,L'inconnu du métro | Mohamed Lamouri | TEDxParis,M
ygKTch43BMA,Adrien Cochet,Sortir de sa zone de confiance pour évoluer | Adrien Cochet | TEDxUSMBAnnecy,M
ygSure8ySkk,Faouzi Skali,Spirituality in the center of our lives | Faouzi Skali | TEDxCasablanca,M
Yi_LDuCUses,Adrien Senecat,"Fake news : le vrai problème, c’est nous | Adrien Senecat | TEDxRennes",M
YI9udtbqJzU,Henri Corderoy du Tiers,"Piloter ? Oui, tu peux le faire ! | Henri Corderoy du Tiers | TEDxCannes",M
Yid2IiazS2g,Maxime Tarcher,Conférence Re-Mémorable | Maxime Tarcher | TEDxOrléans,M
yIhTATT_9Fs,Mohammed MOUDJOU,Et si l’on écoutait des airs de musique dans nos Protéines ?  | Mohammed MOUDJOU | TEDxSaclay,M
yJG07LLxX5I,Jean Xtophe ORDONNEAU,Mieux vivre ensemble en changeant son regard | Jean Xtophe ORDONNEAU | TEDxIssylesMoulineaux,M
YL0397Gxi7Y,Frère Marie-Pâques,There is more joy in giving than receiving | Frère Marie-Pâques | TEDxCannes,M
yL3RIaAfKEA,Josef Schovanec,La thérapie par le voyage | Josef Schovanec | TEDxParis,M
yLYWA9OtayA,Hervé FLEURY,Manger pour aimer vivre | Hervé FLEURY | TEDxLyon,M
Yn1YMTfbUqI,Vincent FAILLET,Changer la classe pour changer l'école | Vincent FAILLET | TEDxAnnecy,M
Yo3F3uOcZOw,Marc DE BONI,Un pas de coté pour changer le monde | Marc DE BONI | TEDxUNamur,M
Yq0Rhsz6xFI,Jean-Emmanuel Rodocanachi,Que nous apprennent les enfants en crèche ? | Jean-Emmanuel Rodocanachi | TEDxChampsElyseesSalon,M
Ytn11zSIAQ8,Jean-Marc Potdevin,Du “vivre ensemble” au “vivre avec”: virtuel ou réel ? | Jean-Marc Potdevin | TEDxIssylesMoulineaux,M
Ywvp0Cz9vcY,Félicien Bogaerts,La nouvelle légende du colibri | Félicien Bogaerts | TEDxUCLouvain,M
yX7xQfUtwqA,Ilios Kotsou,Désobéir à la tyrannie des émotions | Ilios Kotsou | TEDxVaugirardRoad,M
yxfn_91vE3A,Yoann Duriaux,Pas de villes intelligentes sans tiers lieux libres et open source ! | Yoann Duriaux | TEDxReims,M
YYNcBMZITxw,Nicolas Duracka,Le formidable potentiel transformateur de nos utopies | Nicolas Duracka | TEDxESCClermont,M
yzgVsjBzJXY,Jean-Fabrice Vandomel,Prendre l'avenir en main | Jean-Fabrice Vandomel | TEDxRéunion,M
ZamutZpubdY,Maxime Rovere,Que faire des cons ?  | Maxime Rovere | TEDxTours,M
zaRu8kqfAy4,Xavier Louy,Let's bet on France! | Xavier Louy | TEDxIESEGParis,M
zcfOGNaIZtE,Julien PERON,L’éducation à la Vie | Julien PERON | TEDxNarbonne,M
zi2RoheTSuA,Josselin Vogel,Marques et consommateurs : converger vers une mode plus responsable | Josselin Vogel | TEDxRennes,M
zkBDt3ZNep8,David COUVIN,Combattre la tuberculose grâce aux bases de données | David COUVIN | TEDxPointeaPitre,M
ZkOXbh3vTn0,Christian Vanizette,Le Pouvoir des citoyens | Christian Vanizette | TEDxMarseille,M
zlKpoVpo2Q8,Olivier Papin,A resistance tool for climate change | Olivier Papin | TEDxLimoges,M
zmFfO59B8ZM,Théo Guérini,La boîte qui met la boîte dans la boîte | Théo Guérini | TEDxToulouse,M
ZnA7gu6DPsQ,Luc MAUDONNET,LE CHEMIN DU CŒUR VERS TOUS LES POSSIBLES | Luc MAUDONNET | TEDxIleDeNantes,M
ZnbZA6Ddq0o,Emmanuel BONNET,On a marché sur Mars | Emmanuel BONNET | TEDxClermont,M
znjJ-sdnOyY,Guilhem VELVE CASQUILLAS,Et si nous arrêtions de vieillir ?  | Guilhem VELVE CASQUILLAS | TEDxIMTAtlantiqueBrest,M
ZoZmlhlwFEA,Nicolas Huchet,My Human Kit | Nicolas Huchet | TEDxParis,M
ZPGwa_4ubdQ,Frédéric Clavaud,Exercer sa mémoire | Frédéric Clavaud | TEDxDunkerque,M
ZQvl_FYpXzc,Jean-François ROCHAS-PARROT,Et si l'on faisait un R.E.V.E. ? | Jean-François ROCHAS-PARROT | TEDxAnnecy,M
ZW65vyetmbk,Olivier Raymond,"Disability, differently! | Olivier Raymond | TEDxAgroParisTech",M
agkYAZzCzRU,Nirina Nirina et Rodolphe,The compassionate wish that lead to happiness | Nirina Nirina et Rodolphe | TEDxRéunion,X
clwAvrAWyoI,Anne Dutrey & Stéphane Guilloteau,Observons la naissance de planètes | Anne Dutrey & Stéphane Guilloteau | TEDxUniversitéDeBordeaux,X
iMRvAlFhMA4,Manon & Fré,Voyage à la découverte de la gratitude | Manon & Fré | TEDxLaRochelle,X
MktX30x37V8,Collectif #MaVoix,Essayer la démocratie au sens propre | Collectif #MaVoix | TEDxLaRochelle,X
